query,title,image,link,price,mallName,category1,category2,category3,category4,category_simple,situation_tags,mood_tags,style_tags,season_tags
하객룩 원피스,[제작 / 소량오픈 / 3size ] 레이어드 하객 원피스 / 77 88 봄 여름 가을 겨울 빅 사이즈 정장 임산부 하객룩 연말룩 임부복 원피스 플레어 민소매 나시 라이크미,https://shopping-phinf.pstatic.net/main_8868733/88687332581.18.jpg,https://smartstore.naver.com/main/products/11142822259,67000,LIKE ME,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,여성정장원피스 빅사이즈하객룩 88사이즈 상견례옷차림 50대 결혼식하객룩 5월 봄 여름 투피스 긴팔,https://shopping-phinf.pstatic.net/main_8745459/87454592901.14.jpg,https://smartstore.naver.com/main/products/9910090628,100800,SeoYeon,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,5월 결혼식 하객룩 봄 블랙 롱 벨트 뷔스티에원피스 정장 예복 원피스 상견례옷차림,https://shopping-phinf.pstatic.net/main_8897563/88975634480.7.jpg,https://smartstore.naver.com/main/products/11431124116,62900,마리스 MARIS,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,우아모 깔끔한 타이 카라 롱원피스 중년여성 하객룩 봄여름 정장 엄마옷,https://shopping-phinf.pstatic.net/main_8610092/86100924317.9.jpg,https://smartstore.naver.com/main/products/8556423994,75800,엄마옷우아모,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,[BEST] 자체제작 -5kg 시그니처 플라워 쉬폰 잔꽃무늬 스퀘어넥 머메이드 롱 원피스 휴양지룩,https://shopping-phinf.pstatic.net/main_8312722/83127224809.7.jpg,https://smartstore.naver.com/main/products/5582728694,62000,디에네스,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,6월 결혼식 하객룩 여름 하객원피스 빅사이즈 77 정장원피스 피로연 상견례옷차림,https://shopping-phinf.pstatic.net/main_8843481/88434817097.2.jpg,https://smartstore.naver.com/main/products/10890311079,79400,애즈라이크,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,여름 하객룩 트위드 반팔 원피스 롱 정장 돌잔치 엄마 상견례 투피스 빅사이즈원피스,https://shopping-phinf.pstatic.net/main_8958048/89580485207.1.jpg,https://smartstore.naver.com/main/products/12035974515,58800,서리언니,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,빅사이즈 엄마 중년원피스 50대 결혼식 하객룩 여름원피스 결혼식복장,https://shopping-phinf.pstatic.net/main_8922665/89226652369.4.jpg,https://smartstore.naver.com/main/products/11682141902,35900,이즈라이프리더,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,"반팔 데님 원피스 (벨트세트) (하객룩, 하객원피스)",https://shopping-phinf.pstatic.net/main_5581872/55818723549.jpg,https://web.queenit.kr/product/421b849e05731238976b9f01d96c7e31?open_app=true,35900,퀸잇,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,자체제작 플레어 정장 하객 원피스 빅사이즈 77사이즈 88 봄 결혼식하객룩 상견례옷차림,https://shopping-phinf.pstatic.net/main_8223854/82238540471.4.jpg,https://shopping.naver.com/outlink/itemdetail/4694019753,108000,바이감,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,[여름버전/Best] 자체제작 스퀘어넥 벨트 슬림핏 H라인 롱 원피스 하객룩 상견례룩,https://shopping-phinf.pstatic.net/main_8854282/88542825745.2.jpg,https://smartstore.naver.com/main/products/10998319692,68000,디에네스,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,여름 원피스 빅사이즈 플리츠 주름 링클 반팔 롱 원피스 하객,https://shopping-phinf.pstatic.net/main_8209474/82094742200.14.jpg,https://smartstore.naver.com/main/products/4550222148,19800,바이엘르,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,가을 뷔스티에 레이어드 랩 하객 원피스 하객룩,https://shopping-phinf.pstatic.net/main_5673020/56730202527.20250915011637.jpg,https://search.shopping.naver.com/catalog/56730202527,58900,네이버,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
하객룩 원피스,로랑 롱 원피스 (반팔/긴팔옵션),https://shopping-phinf.pstatic.net/main_8618576/86185768404.1.jpg,https://smartstore.naver.com/main/products/8641268081,25200,로로희,패션의류,여성의류,원피스,,원피스,"격식,하객","단정,우아한","포멀,하객룩","가을,봄"
데일리룩 가디건,여성 봄 여름 간절기 루즈핏 브이넥 사무실 부클 니트 가디건,https://shopping-phinf.pstatic.net/main_8571743/85717439295.7.jpg,https://smartstore.naver.com/main/products/8172938972,19760,미닝유,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,봄 가을 간절기 라운드 루즈핏 가디건 레드 그린 핑크 화이트 블랙 옐로우,https://shopping-phinf.pstatic.net/main_8301144/83011442056.3.jpg,https://smartstore.naver.com/main/products/5466947569,22900,ARUMY,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,브이넥 얇은 비치 볼레로가디건 휴양지 망사 긴팔 시스루 봄 가을 크롭 니트 숏 여름 가디건,https://shopping-phinf.pstatic.net/main_1145053/11450534248.8.jpg,https://smartstore.naver.com/main/products/744883840,17900,센데로,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,[백화점] 폴로 걸즈 케이블 코튼 꽈배기 가디건 가품1000%보상,https://shopping-phinf.pstatic.net/main_8454810/84548108409.6.jpg,https://smartstore.naver.com/main/products/7003608087,79000,로켓뉴욕,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,오버핏 브이넥 린넨 여자 가디건 시스루 여성 여름 가디건 얇은 긴팔 썸머 니트 가디건,https://shopping-phinf.pstatic.net/main_8408361/84083614959.2.jpg,https://smartstore.naver.com/main/products/6539114626,19800,코이블리,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,부드러운 캐시미어 니트 가디건 크롭 숏 라운드 여성 가디건 봄 레드 블랙 핑크,https://shopping-phinf.pstatic.net/main_8237267/82372678315.4.jpg,https://smartstore.naver.com/main/products/4828155463,19800,코이블리,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,꼼데가르송 기본와펜 가디건 여성용,https://shopping-phinf.pstatic.net/main_8228612/82286128596.6.jpg,https://smartstore.naver.com/main/products/4741606965,258760,레이바쿠,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,봄 여름 브이넥 쿨 가오리 니트가디건 데일리룩 미시룩 DO,https://shopping-phinf.pstatic.net/main_8767443/87674435768.jpg,https://smartstore.naver.com/main/products/10129932692,19200,꽃보다그대,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,제너럴아이디어 에센셜 크루넥 가디건 WBD3L04501,https://shopping-phinf.pstatic.net/main_5761101/57611017410.20251106134741.jpg,https://search.shopping.naver.com/catalog/57611017410,31590,네이버,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,[아이메르]썸머 골지 라운드가디건/여름 필수 살안타템 에어컨 단추 린넨 가디건,https://shopping-phinf.pstatic.net/main_8811891/88118918021.jpg,https://smartstore.naver.com/main/products/10574412431,25650,I.MER 아이메르,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,여름 간절기 레이어드숄 페이크 숄 가디건,https://shopping-phinf.pstatic.net/main_8957967/89579679400.jpg,https://smartstore.naver.com/main/products/12035168708,9800,달뮤트 DALMUTE,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,제너럴아이디어 텐셀 케이블 가디건 WBD2L43545,https://shopping-phinf.pstatic.net/main_5487609/54876091333.20251222114854.jpg,https://search.shopping.naver.com/catalog/54876091333,27080,네이버,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,썸머 니트 볼레로 가디건,https://shopping-phinf.pstatic.net/main_8315672/83156724192.jpg,https://smartstore.naver.com/main/products/5612227691,13390,쥬니마루,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,데일리 브이넥 크롭 린넨가디건 숏 여자 썸머 가디건 얇은 반팔 니트가디건 여름 블랙 핑크,https://shopping-phinf.pstatic.net/main_8579911/85799111313.jpg,https://smartstore.naver.com/main/products/8254610990,15800,코이블리,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,여자 보풀없는 캐시미어 비스코스 라운드 니트 가디건 병원 사무실,https://shopping-phinf.pstatic.net/main_8293607/82936073452.3.jpg,https://smartstore.naver.com/main/products/5391580059,27900,지읒이응,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,라코스테 케이블 크루넥 가디건 AF092E 55N,https://shopping-phinf.pstatic.net/main_5587790/55877903459.20250922144425.jpg,https://search.shopping.naver.com/catalog/55877903459,269080,네이버,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,얇은 여성 롱 가디건 시스루 루즈핏 가디건 데일리룩 여름,https://shopping-phinf.pstatic.net/main_9086393/90863933441.jpg,https://smartstore.naver.com/main/products/13319423109,23860,여름피서모자바지티셔츠,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,빅사이즈 여성 니트 여름가디건 오버핏 간절기,https://shopping-phinf.pstatic.net/main_8322402/83224029695.2.jpg,https://smartstore.naver.com/main/products/5679532119,18800,슈슈벨르,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,도톰한 투톤 배색 니트 가디건 직장인니트 여자오버핏카디건 데일리룩,https://shopping-phinf.pstatic.net/main_9007473/90074730922.jpg,https://smartstore.naver.com/main/products/12530220069,57670,밝은숲마켓,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
데일리룩 가디건,메종키츠네 가디건 더블 폭스헤드 칠렉스 베이비폭스,https://shopping-phinf.pstatic.net/main_8596612/85966127560.2.jpg,https://smartstore.naver.com/main/products/8421627237,185500,조하리스토어,패션의류,여성의류,니트,카디건,상의,"데일리,캠퍼스","캐주얼,편안한","데일리룩,베이직","가을,봄"
